2012.5,3559648,8410.0,2012.6,103.23,2012.5
2012.6,3752118,8320.0,2012.7,92.06,2012.6
2012.7,3925900,8290.0,2012.8,106.12,2012.7
2012.8,4084895,8420.0,2012.9,112.48,2012.8
2012.9,4096741,8500.0,2012.10,112.53,2012.9
2012.10,4228447,8530.0,2012.11,109.14,2012.10
2012.11,4244270,8560.0,2012.12,110.35,2012.11
2012.12,4741282,8570.0,2013.1,110.35,2012.12
2013.1,4368023,8660.0,2013.2,114.91,2013.1
2013.2,4504840,8600.0,2013.3,111.95,2013.2
2013.3,4692789,8670.0,2013.4,109.85,2013.3
2013.4,4888296,8670.0,2013.5,103.78,2013.4
2013.5,4988338,8690.0,2013.6,102.12,2013.5
2013.6,5159884,8790.0,2013.7,102.76,2013.6
2013.7,5450175,8880.0,2013.8,106.84,2013.7
2013.8,5547075,8990.0,2013.9,114.2,2013.8
2013.9,5547075,9090.0,2013.10,108.2,2013.9
2013.10,5374793,9230.0,2013.11,109.69,2013.10
2013.11,5477569,9340.0,2013.12,111.04,2013.11
2013.12,5348781,9520.0,2014.1,111.18,2013.12
2014.1,5322441,9640.0,2014.2,107.75,2014.1
2014.2,5389193,9770.0,2014.3,108.85,2014.2
2014.3,5753101,9880.0,2014.4,108.0,2014.3
2014.4,5860652,9980.0,2014.5,108.8,2014.4
2014.5,6055941,10090.0,2014.6,110.02,2014.5
2014.6,6198540,10200.0,2014.7,113.3,2014.6
2014.7,6455276,10320.0,2014.8,106.06,2014.7
2014.8,6364471,10430.0,2014.9,102.51,2014.8
2014.9,6335320,10590.0,2014.10,97.15,2014.9
2014.10,6377912,10720.0,2014.11,86.02,2014.10
2014.11,6194398,10810.0,2014.12,72.58,2014.11
2014.12,6805978,11900.0,2015.1,57.35,2014.12
2015.1,6023213,15400.0,2015.2,49.15,2015.1
2015.2,6129105,14890.0,2015.3,60.75,2015.2
2015.3,6483703,14700.0,2015.4,56.31,2015.3
2015.4,6536111,14270.0,2015.5,65.63,2015.4
2015.5,6687564,14890.0,2015.6,62.89,2015.5
2015.6,6883744,15333.0,2015.7,61.77,2015.6
2015.7,7008649,15248.0,2015.8,53.43,2015.7
2015.8,6970521,17452.0,2015.9,53.02,2015.8
2015.9,6862950,17688.0,2015.10,48.53,2015.9
2015.10,6837568,17438.0,2015.11,48.7,2015.10
2015.11,6748775,18098.0,2015.12,44.5,2015.11
